DATE,ENERGY,T2M,RH2M,CDD10,HDD18_3,ALLSKY,HOLIDAY,dayofweek,is_weekend,month,lag_1,lag_7
2020-04-24,2074.817,14.699999999999998,70.76,108.96000000000001,90.24,5.98,0,4,0,4,2074.864,2279.707
2020-04-25,2008.4593076923077,13.82,78.2,90.24,108.96000000000001,5.7,0,5,1,4,2074.817,2144.294
2020-04-26,1451.0426923076923,12.32,83.11,64.56,134.64000000000001,4.64,0,6,1,4,2008.4593076923077,2124.376
2020-04-27,1798.246,10.02,77.1,4.800000000000001,194.39999999999998,4.95,0,0,0,4,1451.0426923076923,2171.399
2020-04-28,2049.974,9.56,73.48,7.68,191.52,4.33,0,1,0,4,1798.246,2118.585
2020-04-29,2154.556,10.28,78.55,17.04,182.16,4.77,0,2,0,4,2049.974,2108.568
2020-04-30,2175.177,11.589999999999998,75.59,43.68,155.52,4.15,0,3,0,4,2154.556,2074.864
2020-05-01,1990.9270000000001,14.86,78.49,123.35999999999999,75.84,4.86,1,4,0,5,2175.177,2074.817
2020-05-02,1931.584,15.87,74.0,156.72,42.480000000000004,6.86,0,5,1,5,1990.9270000000001,2008.4593076923077
2020-05-03,1715.068,18.37,61.56,178.56,20.64,7.52,0,6,1,5,1931.584,1451.0426923076923
2020-05-04,1352.416,18.97,60.99,245.76,0.0,4.73,0,0,0,5,1715.068,1798.246
2020-05-05,1879.372,14.68,64.77,135.12,64.08,7.05,0,1,0,5,1352.416,2049.974
2020-05-06,2140.919,15.9,61.48,138.48,60.72,7.29,0,2,0,5,1879.372,2154.556
2020-05-07,2223.462,17.5,70.7,187.68,11.52,6.48,0,3,0,5,2140.919,2175.177
2020-05-08,2234.521222222222,17.71,68.47,191.76,7.4399999999999995,6.62,0,4,0,5,2223.462,1990.9270000000001
2020-05-09,1781.4272777777778,14.83,69.01,115.44,83.76,4.94,0,5,1,5,2234.521222222222,1931.584
2020-05-10,1835.732,11.71,74.26,57.12,142.07999999999998,5.53,0,6,1,5,1781.4272777777778,1715.068
2020-05-11,2087.976,12.65,74.35,66.0,133.2,4.73,0,0,0,5,1835.732,1352.416
2020-05-12,2260.694,11.550000000000002,84.96,43.92,155.28,3.66,0,1,0,5,2087.976,1879.372
2020-05-13,2194.263,12.62,75.83,69.84,129.35999999999999,4.65,0,2,0,5,2260.694,2140.919
2020-05-14,2198.115,11.17,84.59,27.119999999999997,172.07999999999998,2.82,0,3,0,5,2194.263,2223.462
2020-05-15,2185.735,10.56,77.59,31.92,167.28,4.35,0,4,0,5,2198.115,2234.521222222222
2020-05-16,2086.429,10.94,70.02,35.519999999999996,163.68,5.95,0,5,1,5,2185.735,1781.4272777777778
2020-05-17,2097.74,11.9,63.53,57.84,141.35999999999999,8.15,0,6,1,5,2086.429,1835.732
2020-05-18,2178.9230000000002,14.72,59.57,106.32,92.88,8.11,0,0,0,5,2097.74,2087.976
2020-05-19,2339.146,16.48,62.56,162.24,36.96,7.010000000000001,0,1,0,5,2178.9230000000002,2260.694
2020-05-20,2391.777,18.16,51.330000000000005,184.07999999999998,15.120000000000001,8.24,0,2,0,5,2339.146,2194.263
2020-05-21,2490.113,19.47,56.54999999999999,214.79999999999998,0.0,8.01,0,3,0,5,2391.777,2198.115
2020-05-22,2561.28,20.42,63.74,264.96,0.0,8.0,0,4,0,5,2490.113,2185.735
2020-05-23,2240.294,18.07,68.79,192.95999999999998,6.24,7.91,0,5,1,5,2561.28,2086.429
2020-05-24,2246.622,17.33,66.85,182.39999999999998,16.799999999999997,7.69,0,6,1,5,2240.294,2097.74
2020-05-25,2525.01,17.99,63.44,200.64,0.0,8.0,0,0,0,5,2246.622,2178.9230000000002
2020-05-26,2576.263,17.81,62.71,180.48,18.72,6.43,0,1,0,5,2525.01,2339.146
2020-05-27,2577.8450000000003,20.0,60.77,225.12,0.0,7.830000000000001,0,2,0,5,2576.263,2391.777
2020-05-28,2714.352,21.11,54.87,261.36,0.0,8.09,0,3,0,5,2577.8450000000003,2490.113
2020-05-29,2652.403,21.64,49.18,281.52,0.0,8.14,0,4,0,5,2714.352,2561.28
2020-05-30,2350.258,21.72,52.46,258.71999999999997,0.0,7.849999999999999,0,5,1,5,2652.403,2240.294
2020-05-31,2317.358,19.68,69.92,226.07999999999998,0.0,4.33,0,6,1,5,2350.258,2246.622
2020-06-01,2582.057,19.66,68.79,221.76,0.0,8.08,0,0,0,6,2317.358,2525.01
2020-06-02,2748.797,20.34,63.23,251.04000000000002,0.0,7.12,0,1,0,6,2582.057,2576.263
2020-06-03,2750.132,18.23,73.63,207.60000000000002,0.0,6.739999999999999,0,2,0,6,2748.797,2577.8450000000003
2020-06-04,2854.506,14.62,63.19,110.39999999999999,88.80000000000001,5.88,0,3,0,6,2750.132,2714.352
2020-06-05,2837.269,15.949999999999998,59.580000000000005,134.64000000000001,64.56,8.38,0,4,0,6,2854.506,2652.403
2020-06-06,2422.509,17.2,67.44,163.68,35.519999999999996,7.18,0,5,1,6,2837.269,2350.258
2020-06-07,2418.713,13.29,68.96,76.80000000000001,122.39999999999999,5.0,0,6,1,6,2422.509,2317.358
2020-06-08,2672.959,11.83,64.24,38.160000000000004,161.04,6.46,0,0,0,6,2418.713,2582.057
2020-06-09,2672.561,12.660000000000002,60.31,64.32000000000001,134.88,6.669999999999999,0,1,0,6,2672.959,2748.797
2020-06-10,2764.236,14.14,61.70000000000001,87.84,111.35999999999999,7.56,0,2,0,6,2672.561,2750.132
2020-06-11,2799.315,13.61,64.82,87.6,111.60000000000001,4.77,0,3,0,6,2764.236,2854.506
2020-06-12,2816.824,11.729999999999999,71.09,39.839999999999996,159.35999999999999,4.31,0,4,0,6,2799.315,2837.269
2020-06-13,2670.443,13.61,66.45,84.24,114.96000000000001,5.13,0,5,1,6,2816.824,2422.509
2020-06-14,2570.408,13.660000000000002,66.07,86.16,113.03999999999999,7.13,0,6,1,6,2670.443,2418.713
2020-06-15,2876.041,15.050000000000002,67.28,119.52000000000001,79.67999999999999,6.8,0,0,0,6,2570.408,2672.959
2020-06-16,2923.279,15.63,66.0,142.07999999999998,57.12,5.62,0,1,0,6,2876.041,2672.561
2020-06-17,2878.119,15.15,62.09,117.84,81.36,6.739999999999999,0,2,0,6,2923.279,2764.236
2020-06-18,2865.668,16.52,56.81,152.88,46.32,7.44,0,3,0,6,2878.119,2799.315
2020-06-19,2799.7129999999997,17.56,53.79,171.60000000000002,27.599999999999998,8.46,0,4,0,6,2865.668,2816.824
2020-06-20,2429.626,19.33,53.02,217.20000000000002,0.0,8.48,0,5,1,6,2799.7129999999997,2670.443
2020-06-21,2426.102,20.26,53.02,236.16,0.0,8.4,0,6,1,6,2429.626,2570.408
2020-06-22,4094.9809999999998,21.49,52.37,268.79999999999995,0.0,8.48,0,0,0,6,2426.102,2876.041
2020-06-23,4834.246,24.8,45.13,325.44,0.0,7.94,0,1,0,6,4094.9809999999998,2923.279
2020-06-24,4381.116,25.3,46.74,372.0,0.0,3.2999999999999994,0,2,0,6,4834.246,2878.119
2020-06-25,4460.142,23.600000000000005,52.21,340.08,0.0,4.88,0,3,0,6,4381.116,2865.668
2020-06-26,4287.113,21.07,52.98,273.6,0.0,6.07,0,4,0,6,4460.142,2799.7129999999997
2020-06-27,2599.08,20.79,59.04999999999999,252.24,0.0,8.04,0,5,1,6,4287.113,2429.626
2020-06-28,2610.076,22.0,55.46,275.76,0.0,8.29,0,6,1,6,2599.08,2426.102
2020-06-29,4656.947,22.570000000000004,56.32,300.71999999999997,0.0,8.31,0,0,0,6,2610.076,4094.9809999999998
2020-06-30,5131.709,24.14,51.19,325.20000000000005,0.0,7.62,0,1,0,6,4656.947,4834.246
2020-07-01,4981.499,23.399999999999995,50.62,326.4,0.0,8.37,0,2,0,7,5131.709,4381.116
2020-07-02,4751.813,19.82,56.47,238.07999999999998,0.0,8.23,0,3,0,7,4981.499,4460.142
2020-07-03,4439.602,18.2,50.84,199.92000000000002,0.0,8.67,0,4,0,7,4751.813,4287.113
2020-07-04,2767.706,20.53,45.49,236.64,0.0,8.58,0,5,1,7,4439.602,2599.08
2020-07-05,2793.13,22.99,46.43,300.96,0.0,8.43,0,6,1,7,2767.706,2610.076
2020-07-06,4847.375,22.17,54.89000000000001,300.96,0.0,8.23,0,0,0,7,2793.13,4656.947
2020-07-07,5138.781,22.98,43.49,311.28000000000003,0.0,8.37,0,1,0,7,4847.375,5131.709
2020-07-08,4684.91,24.290000000000003,47.84,353.76,0.0,4.71,0,2,0,7,5138.781,4981.499
2020-07-09,5089.469,22.94,59.32,314.4,0.0,7.87,0,3,0,7,4684.91,4751.813
2020-07-10,4818.686,21.91,60.76,299.28000000000003,0.0,8.21,0,4,0,7,5089.469,4439.602
2020-07-11,2731.58,22.05,54.669999999999995,289.20000000000005,0.0,8.06,0,5,1,7,4818.686,2767.706
2020-07-12,2696.74,21.95,60.669999999999995,300.48,0.0,7.46,0,6,1,7,2731.58,2793.13
2020-07-13,4798.979,20.23,55.85,264.71999999999997,0.0,8.26,0,0,0,7,2696.74,4847.375
2020-07-14,4681.447,18.9,45.76,224.64,0.0,8.26,0,1,0,7,4798.979,5138.781
2020-07-15,4600.71,18.86,52.85,210.71999999999997,0.0,8.21,0,2,0,7,4681.447,4684.91
2020-07-16,4743.426,20.22,47.09,249.36,0.0,8.18,0,3,0,7,4600.71,5089.469
2020-07-17,4684.983,19.7,49.16,238.32,0.0,8.43,0,4,0,7,4743.426,4818.686
2020-07-18,2761.5,21.399999999999995,47.26,275.04,0.0,8.49,0,5,1,7,4684.983,2731.58
2020-07-19,2740.72,24.87,39.95,361.44,0.0,8.05,0,6,1,7,2761.5,2696.74
2020-07-20,5057.301,23.929999999999996,46.76,337.20000000000005,0.0,8.11,0,0,0,7,2740.72,4798.979
2020-07-21,5017.629,24.61,48.330000000000005,354.96,0.0,6.489999999999999,0,1,0,7,5057.301,4681.447
2020-07-22,5162.566,24.429999999999996,51.96,352.79999999999995,0.0,7.81,0,2,0,7,5017.629,4600.71
2020-07-23,5351.483,25.17,52.35,352.79999999999995,0.0,7.760000000000001,0,3,0,7,5162.566,4743.426
2020-07-24,4977.956,23.09,48.21,318.24,0.0,8.01,0,4,0,7,5351.483,4684.983
2020-07-25,2793.182,23.76,42.28,327.6,0.0,8.05,1,5,1,7,4977.956,2761.5
2020-07-26,2804.118,24.23,41.99,336.71999999999997,0.0,8.04,0,6,1,7,2793.182,2740.72
2020-07-27,5917.456,27.24,35.25,419.52,0.0,7.84,0,0,0,7,2804.118,5057.301
2020-07-28,5630.999,24.06,55.06,348.0,0.0,7.739999999999999,0,1,0,7,5917.456,5017.629
2020-07-29,5749.597,25.69,47.78,370.56,0.0,7.41,0,2,0,7,5630.999,5162.566
2020-07-30,6318.298,28.63,39.23,456.24,0.0,6.34,0,3,0,7,5749.597,5351.483
2020-07-31,5703.17,27.16,35.31,410.88,0.0,7.849999999999999,0,4,0,7,6318.298,4977.956
2020-08-01,2871.83,23.66,48.419999999999995,336.48,0.0,7.79,0,5,1,8,5703.17,2793.182
2020-08-02,2695.219,21.48,53.81,284.15999999999997,0.0,7.46,0,6,1,8,2871.83,2804.118
2020-08-03,2799.188,20.7,48.60999999999999,261.36,0.0,7.61,0,0,0,8,2695.219,5917.456
2020-08-04,2824.277,20.77,46.77,258.71999999999997,0.0,7.650000000000001,0,1,0,8,2799.188,5630.999
2020-08-05,2859.167,24.0,38.09,329.76,0.0,7.61,0,2,0,8,2824.277,5749.597
2020-08-06,2897.662,26.99,34.96,396.96,0.0,6.98,0,3,0,8,2859.167,6318.298
2020-08-07,2864.2110000000002,28.02,36.45,438.48,0.0,7.3,0,4,0,8,2897.662,5703.17
2020-08-08,2773.123,27.42,43.94,420.24,0.0,6.31,0,5,1,8,2864.2110000000002,2871.83
2020-08-09,2799.373,27.02,37.07,415.20000000000005,0.0,7.239999999999999,0,6,1,8,2773.123,2695.219
2020-08-10,2866.308,25.67,38.21,372.48,0.0,6.43,0,0,0,8,2799.373,2799.188
2020-08-11,2735.99,23.3,53.73,330.48,0.0,0.8000000000000002,0,1,0,8,2866.308,2824.277
2020-08-12,2612.13,20.11,60.57,255.36,0.0,5.25,0,2,0,8,2735.99,2859.167
2020-08-13,2580.279,20.1,50.98,240.24,0.0,7.34,0,3,0,8,2612.13,2897.662
2020-08-14,2595.265,21.59,46.5,287.76,0.0,7.2,0,4,0,8,2580.279,2864.2110000000002
2020-08-15,2506.429,19.1,49.28,218.39999999999998,0.0,7.36,1,5,1,8,2595.265,2773.123
2020-08-16,2484.919,18.37,52.29999999999999,203.28000000000003,0.0,7.19,0,6,1,8,2506.429,2799.373
2020-08-17,4521.952,18.81,67.5,233.52,0.0,6.25,0,0,0,8,2484.919,2866.308
2020-08-18,4488.121,20.26,66.63,253.68,0.0,4.22,0,1,0,8,4521.952,2735.99
2020-08-19,4722.797,21.679999999999996,39.73,284.4,0.0,7.32,0,2,0,8,4488.121,2612.13
2020-08-20,4731.83,22.38,50.87,304.56,0.0,6.09,0,3,0,8,4722.797,2580.279
2020-08-21,4327.948,20.33,59.93,270.0,0.0,4.64,0,4,0,8,4731.83,2595.265
2020-08-22,2485.823,19.27,51.41,222.24,0.0,7.07,0,5,1,8,4327.948,2506.429
2020-08-23,2473.651,19.93,51.04,248.88,0.0,7.02,0,6,1,8,2485.823,2484.919
2020-08-24,4598.529,21.06,45.94,262.32,0.0,6.89,0,0,0,8,2473.651,4521.952
2020-08-25,4846.759,23.69,36.74,343.92,0.0,6.93,0,1,0,8,4598.529,4488.121
2020-08-26,4846.222,23.53,45.04,328.32,0.0,6.86,0,2,0,8,4846.759,4722.797
2020-08-27,5037.296,24.01,46.71,346.08,0.0,6.66,0,3,0,8,4846.222,4731.83
2020-08-28,4749.356,20.06,52.79999999999999,231.12,0.0,6.580000000000001,0,4,0,8,5037.296,4327.948
2020-08-29,2532.906,14.050000000000002,60.03,105.12,94.08,4.92,0,5,1,8,4749.356,2485.823
2020-08-30,2492.862,13.11,59.169999999999995,79.19999999999999,120.0,4.17,0,6,1,8,2532.906,2473.651
2020-08-31,4217.517,14.97,48.19,111.84,87.36,6.150000000000001,0,0,0,8,2492.862,4598.529
2020-09-01,4656.115,18.67,38.29,229.68,0.0,6.39,0,1,0,9,4217.517,4846.759
2020-09-02,4741.642,17.83,50.39000000000001,197.28000000000003,1.92,6.52,0,2,0,9,4656.115,4846.222
2020-09-03,4883.254,20.62,36.59,249.36,0.0,6.489999999999999,0,3,0,9,4741.642,5037.296
2020-09-04,5052.568,23.33,32.8,314.88,0.0,6.38,0,4,0,9,4883.254,4749.356
2020-09-05,2660.603,21.86,45.63,304.32,0.0,6.260000000000001,0,5,1,9,5052.568,2532.906
2020-09-06,2576.937,18.73,56.74,229.92000000000002,0.0,6.18,0,6,1,9,2660.603,2492.862
2020-09-07,4468.359,15.35,54.669999999999995,141.60000000000002,57.599999999999994,6.3,0,0,0,9,2576.937,4217.517
2020-09-08,4210.421,16.53,48.9,172.56,26.64,6.19,0,1,0,9,4468.359,4656.115
2020-09-09,4824.629,19.19,44.02,224.39999999999998,0.0,6.09,0,2,0,9,4210.421,4741.642
2020-09-10,4886.04,19.87,49.59,244.56,0.0,6.02,0,3,0,9,4824.629,4883.254
2020-09-11,4812.012,20.6,46.71,259.68,0.0,6.0,0,4,0,9,4886.04,5052.568
2020-09-12,2693.691,21.540000000000003,42.68,286.32,0.0,5.88,0,5,1,9,4812.012,2660.603
2020-09-13,2677.776,22.56,41.62,301.20000000000005,0.0,4.82,0,6,1,9,2693.691,2576.937
2020-09-14,4955.822,22.45,48.01,306.0,0.0,2.46,0,0,0,9,2677.776,4468.359
2020-09-15,4791.559,21.29,53.38,271.92,0.0,5.16,0,1,0,9,4955.822,4210.421
2020-09-16,4966.499,21.97,45.57,288.0,0.0,5.07,0,2,0,9,4791.559,4824.629
2020-09-17,4864.49,20.14,67.03,248.16,0.0,4.63,0,3,0,9,4966.499,4886.04
2020-09-18,4665.5740000000005,17.66,74.29,182.16,17.04,4.99,0,4,0,9,4864.49,4812.012
2020-09-19,2678.833,15.910000000000002,76.87,162.0,37.2,3.41,0,5,1,9,4665.5740000000005,2693.691
2020-09-20,2645.41,16.62,77.94,171.60000000000002,27.599999999999998,3.58,0,6,1,9,2678.833,2677.776
2020-09-21,4576.964,16.2,73.17,172.32,26.880000000000003,5.0,0,0,0,9,2645.41,4955.822
2020-09-22,4460.77,15.63,64.16,136.07999999999998,63.12,5.11,0,1,0,9,4576.964,4791.559
2020-09-23,3899.654,16.02,76.18,156.96,42.24,4.16,0,2,0,9,4460.77,4966.499
2020-09-24,3764.696,13.9,67.33,110.64000000000001,88.56,4.24,0,3,0,9,3899.654,4864.49
2020-09-25,4175.7570000000005,10.51,65.45,28.56,170.64000000000001,4.62,0,4,0,9,3764.696,4665.5740000000005
2020-09-26,2711.661,11.72,74.86,45.839999999999996,153.35999999999999,4.59,0,5,1,9,4175.7570000000005,2678.833
2020-09-27,2605.971,12.229999999999999,64.95,54.480000000000004,144.72,4.98,0,6,1,9,2711.661,2645.41
2020-09-28,4396.395,10.82,59.77,27.599999999999998,171.60000000000002,5.23,0,0,0,9,2605.971,4576.964
2020-09-29,4316.526,15.32,48.5,142.8,56.400000000000006,5.05,0,1,0,9,4396.395,4460.77
2020-09-30,4192.842,16.03,46.169999999999995,172.32,26.880000000000003,5.03,0,2,0,9,4316.526,3899.654
2020-10-01,4348.077,13.87,61.81,109.68,89.52,4.24,0,3,0,10,4192.842,3764.696
2020-10-02,4322.843,10.4,70.4,0.0,206.64,4.01,0,4,0,10,4348.077,4175.7570000000005
2020-10-03,2577.543,9.32,66.92,0.96,198.24,3.77,0,5,1,10,4322.843,2711.661
2020-10-04,2555.434,10.72,69.85,21.12,178.07999999999998,3.64,0,6,1,10,2577.543,2605.971
2020-10-05,4273.086,11.050000000000002,73.83,37.44,161.76,4.42,0,0,0,10,2555.434,4396.395
2020-10-06,4311.26,15.21,74.77,155.04,44.160000000000004,3.68,0,1,0,10,4273.086,4316.526
2020-10-07,4349.814,15.65,72.93,154.56,44.64,4.59,0,2,0,10,4311.26,4192.842
2020-10-08,4303.968,16.51,59.53,164.39999999999998,34.8,3.14,0,3,0,10,4349.814,4348.077
2020-10-09,4160.047,16.59,53.43,180.24,18.96,4.52,0,4,0,10,4303.968,4322.843
2020-10-10,2507.433,12.29,73.76,65.76,133.44,4.31,0,5,1,10,4160.047,2577.543
2020-10-11,2389.975,9.44,66.51,23.28,175.92000000000002,4.44,0,6,1,10,2507.433,2555.434
2020-10-12,2523.9900000000002,10.66,66.3,27.119999999999997,172.07999999999998,4.39,1,0,0,10,2389.975,4273.086
2020-10-13,4485.875,11.75,73.22,53.28,145.92000000000002,3.77,0,1,0,10,2523.9900000000002,4311.26
2020-10-14,4578.555,8.69,70.64,0.0,208.79999999999998,3.86,0,2,0,10,4485.875,4349.814
2020-10-15,4796.073,7.41,74.64,0.0,246.0,3.16,0,3,0,10,4578.555,4303.968
2020-10-16,4840.816,7.14,65.99,0.0,248.88,4.01,0,4,0,10,4796.073,4160.047
2020-10-17,2718.064,9.97,54.04,8.16,191.04,3.8699999999999997,0,5,1,10,4840.816,2507.433
2020-10-18,2703.194,12.37,52.04999999999999,80.88,118.32,3.48,0,6,1,10,2718.064,2389.975
2020-10-19,5013.27,13.96,50.44,108.47999999999999,90.72,3.72,0,0,0,10,2703.194,2523.9900000000002
2020-10-20,4714.854,13.5,81.37,86.16,113.03999999999999,0.63,0,1,0,10,5013.27,4485.875
2020-10-21,4578.451,12.18,79.16,62.400000000000006,136.8,2.58,0,2,0,10,4714.854,4578.555
2020-10-22,4634.164,11.71,82.73,63.36,135.84,2.28,0,3,0,10,4578.451,4796.073
2020-10-23,4567.129,9.29,84.8,0.24,198.95999999999998,2.73,0,4,0,10,4634.164,4840.816
2020-10-24,2725.446,9.57,80.51,11.28,187.92000000000002,2.9599999999999995,0,5,1,10,4567.129,2718.064
2020-10-25,2838.617,10.18,86.3,0.0,212.25,1.15,0,6,1,10,2725.446,2703.194
2020-10-26,5112.542,7.09,77.39,0.0,244.79999999999998,2.89,0,0,0,10,2838.617,5013.27
2020-10-27,5087.018,8.43,86.8,0.0,229.92000000000002,1.49,0,1,0,10,5112.542,4714.854
2020-10-28,4943.218,10.12,87.15000000000002,12.72,186.48,1.93,0,2,0,10,5087.018,4578.451
2020-10-29,4720.423,9.13,81.68,11.52,187.68,3.44,0,3,0,10,4943.218,4634.164
2020-10-30,4813.282,9.72,81.05,20.88,178.32,3.5,0,4,0,10,4720.423,4567.129
2020-10-31,2704.7110000000002,10.79,84.47,44.400000000000006,154.8,3.1300000000000003,0,5,1,10,4813.282,2725.446
2020-11-01,2689.131,12.39,88.69,80.16,119.03999999999999,2.63,1,6,1,11,2704.7110000000002,2838.617
2020-11-02,2693.749,13.229999999999999,83.7,95.03999999999999,104.16,2.19,0,0,0,11,2689.131,5112.542
2020-11-03,4850.1230000000005,9.6,79.07,0.0,235.92000000000002,2.59,0,1,0,11,2693.749,5087.018
2020-11-04,4973.902,5.61,73.53,0.0,278.4,2.26,0,2,0,11,4850.1230000000005,4943.218
2020-11-05,5346.398,8.84,85.93,0.0,219.12,0.89,0,3,0,11,4973.902,4720.423
2020-11-06,4963.629,13.04,83.34,86.64,112.56,0.87,0,4,0,11,5346.398,4813.282
2020-11-07,2730.869,11.15,83.33,39.12,160.07999999999998,1.8500000000000003,0,5,1,11,4963.629,2704.7110000000002
2020-11-08,2726.134,10.28,83.86,28.56,170.64000000000001,2.51,0,6,1,11,2730.869,2689.131
2020-11-09,5023.697,9.59,87.12,9.120000000000001,190.07999999999998,2.32,0,0,0,11,2726.134,2693.749
2020-11-10,5271.0960000000005,8.36,82.36,0.0,203.76,1.79,0,1,0,11,5023.697,4850.1230000000005
2020-11-11,5221.993,8.33,78.27,0.0,222.95999999999998,2.45,0,2,0,11,5271.0960000000005,4973.902
2020-11-12,5175.767,8.93,81.79,0.0,204.95999999999998,2.8800000000000003,0,3,0,11,5221.993,5346.398
2020-11-13,4224.026,8.79,75.22,2.88,196.32,2.52,0,4,0,11,5175.767,4963.629
2020-11-14,2860.426,9.57,87.83999999999999,5.5200000000000005,193.68,1.93,0,5,1,11,4224.026,2730.869
2020-11-15,2796.45,11.949999999999998,92.49,58.08,141.12,1.08,0,6,1,11,2860.426,2726.134
2020-11-16,4929.487,10.19,81.31,16.080000000000002,183.12,2.43,0,0,0,11,2796.45,5023.697
2020-11-17,5113.607,9.56,80.07,25.68,173.52,2.67,0,1,0,11,4929.487,5271.0960000000005
2020-11-18,5131.227,9.73,79.77,26.400000000000002,172.8,2.72,0,2,0,11,5113.607,5221.993
2020-11-19,5101.283,9.17,88.82,16.56,182.64000000000001,2.68,0,3,0,11,5131.227,5175.767
2020-11-20,5021.639,5.919999999999999,76.33,0.0,261.84000000000003,2.65,0,4,0,11,5101.283,4224.026
2020-11-21,3010.891,5.93,61.24,0.0,261.36,2.67,0,5,1,11,5021.639,2860.426
2020-11-22,3019.195,6.900000000000001,59.330000000000005,0.0,259.44,2.68,0,6,1,11,3010.891,2796.45
2020-11-23,5333.235,7.989999999999999,58.37,0.0,236.16,2.51,0,0,0,11,3019.195,4929.487
2020-11-24,5578.024,6.400000000000001,78.1,0.0,265.68,2.14,0,1,0,11,5333.235,5113.607
2020-11-25,5539.037,6.419999999999999,85.64,0.0,264.24,1.97,0,2,0,11,5578.024,5131.227
2020-11-26,5436.374,8.09,86.02,0.0,222.0,1.03,0,3,0,11,5539.037,5101.283
2020-11-27,4992.72,7.41,89.13,0.0,240.24,1.5,0,4,0,11,5436.374,5021.639
2020-11-28,3071.035,5.62,86.91000000000001,0.0,273.36,2.07,0,5,1,11,4992.72,3010.891
2020-11-29,3058.956,6.41,84.84,0.0,267.84000000000003,2.23,0,6,1,11,3071.035,3019.195
2020-11-30,5527.632,6.36,85.86,0.0,257.76,1.8500000000000003,0,0,0,11,3058.956,5333.235
2020-12-01,5714.363,5.08,76.09,0.0,291.12,1.97,0,1,0,12,5527.632,5578.024
2020-12-02,5718.313,3.2000000000000006,82.43,0.0,351.12,1.9400000000000002,0,2,0,12,5714.363,5539.037
2020-12-03,5728.407999999999,2.9,77.71,0.0,369.36,1.7299999999999998,0,3,0,12,5718.313,5436.374
2020-12-04,2876.007,1.8999999999999997,90.17,0.0,380.15999999999997,1.92,0,4,0,12,5728.407999999999,4992.72
2020-12-05,2943.55,1.6900000000000002,88.36,0.0,380.4,1.72,0,5,1,12,2876.007,3071.035
2020-12-06,3177.197,2.5,90.62,0.0,370.08,1.8,1,6,1,12,2943.55,3058.956
2020-12-07,3215.119,6.2,86.91000000000001,0.0,280.56,1.05,0,0,0,12,3177.197,5527.632
2020-12-08,3244.758,3.4599999999999995,86.66000000000001,0.0,349.20000000000005,1.8099999999999998,1,1,0,12,3215.119,5714.363
2020-12-09,6247.059,2.67,85.40000000000002,0.0,360.71999999999997,1.68,0,2,0,12,3244.758,5718.313
2020-12-10,5684.869,8.13,95.71,0.0,252.71999999999997,0.75,0,3,0,12,6247.059,5728.407999999999
2020-12-11,5128.923,10.64,85.89,22.56,176.64000000000001,0.9899999999999999,0,4,0,12,5684.869,2876.007
2020-12-12,3036.026,7.22,85.24,0.0,248.39999999999998,2.2,0,5,1,12,5128.923,2943.55
2020-12-13,3108.168,8.19,93.07,0.0,229.92000000000002,0.9899999999999999,0,6,1,12,3036.026,3177.197
2020-12-14,5661.229,8.65,92.65000000000002,0.0,220.07999999999998,1.54,0,0,0,12,3108.168,3215.119
2020-12-15,5468.326,5.39,86.49,0.0,304.08,1.6499999999999997,0,1,0,12,5661.229,3244.758
2020-12-16,5408.928,5.52,92.57,0.0,298.56,0.7399999999999999,0,2,0,12,5468.326,6247.059
2020-12-17,5474.029,4.45,89.24,0.0,331.92,1.15,0,3,0,12,5408.928,5684.869
2020-12-18,5433.939,3.2999999999999994,92.7,0.0,343.68,1.3999999999999997,0,4,0,12,5474.029,5128.923
2020-12-19,2946.016,5.22,96.29,0.0,311.28000000000003,0.89,0,5,1,12,5433.939,3036.026
2020-12-20,2897.169,4.96,92.54,0.0,297.6,1.41,0,6,1,12,2946.016,3108.168
2020-12-21,5729.1050000000005,7.11,98.09999999999998,0.0,259.92,0.92,0,0,0,12,2897.169,5661.229
2020-12-22,4752.25,8.35,94.12,3.3600000000000003,195.84,1.92,0,1,0,12,5729.1050000000005,5468.326
2020-12-23,2605.459,6.650000000000001,94.36,0.0,276.48,1.09,0,2,0,12,4752.25,5408.928
2020-12-24,2628.028,2.8699999999999997,84.61,0.0,350.15999999999997,1.87,0,3,0,12,2605.459,5474.029
2020-12-25,2782.335,0.43,84.66,0.0,415.91999999999996,2.13,1,4,0,12,2628.028,5433.939
2020-12-26,2596.72,-0.09000000000000001,86.69,0.0,408.0,2.04,1,5,1,12,2782.335,2946.016
2020-12-27,2577.15,1.93,86.14,0.0,394.79999999999995,1.03,0,6,1,12,2596.72,2897.169
2020-12-28,2657.0280000000002,3.2999999999999994,82.44,0.0,363.36,2.2,0,0,0,12,2577.15,5729.1050000000005
2020-12-29,2715.166,2.05,85.55,0.0,387.84000000000003,1.8500000000000003,0,1,0,12,2657.0280000000002,4752.25
2020-12-30,2722.273,0.68,88.73,0.0,399.84000000000003,1.84,0,2,0,12,2715.166,2605.459
2020-12-31,2629.34,2.83,94.64,0.0,359.52,0.91,0,3,0,12,2722.273,2628.028
